GUID,ISIN,TRA_TYPE,EXECUTION_PRICE,ORDER_TIMESTAMP,EXECUTION_TIMESTAMP,STOCK_EXCHANGE,INSTR_CCY,SET_CURRENCY,TRADE_CCY,INSTR_CLASS,INSTR_SUB_CLASS,INSTR_DESC,Source,Symbol
2098E49B,FR0010533075,SELL,15.6636,2022-10-07 10:37:40.000,2022-10-07 12:23:18.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
E77724C5,FR0010533075,SELL,15.7326,2022-10-07 08:07:08.000,2022-10-07 12:23:18.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
1C86F01A,FR0010533075,SELL,15.6452,2022-10-06 15:34:36.000,2022-10-06 16:35:29.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
ADE65F51,FR0010533075,SELL,15.7479,2022-10-06 11:08:24.000,2022-10-06 16:35:29.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
88D40B3B,FR0000121485,SELL,460.2109,2022-10-06 10:47:44.000,2022-10-06 16:36:24.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
67EA7B83,ANN4327C1220,SELL,174.9,2022-09-09 15:10:06.000,2022-09-09 15:18:35.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
474FBE79,ANN4327C1220,BUY,174.9667,2022-09-05 08:57:17.000,2022-09-05 16:35:22.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
7FA92A8E,FR0000120107,BUY,56.9,2022-09-05 08:56:36.000,2022-09-06 14:52:31.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
3DDEEF53,FR0000121485,SELL,492.0774,2022-09-05 08:56:36.000,2022-09-05 16:35:17.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
5B7E8D5C,FR0011981968,SELL,42.3325,2022-09-05 08:56:36.000,2022-09-05 16:35:01.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
82F146B4,FR0010533075,BUY,18.3065,2022-09-05 08:56:36.000,2022-09-05 16:35:27.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
9954F1A2,FR0000121014,SELL,634.0314,2022-09-05 08:56:36.000,2022-09-05 16:35:07.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
9DA220DB,US1275372076,BUY,4.1433,2022-08-23 14:43:20.000,2022-08-23 20:50:20.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
3D4728FD,US1275372076,BUY,4.1179,2022-08-22 14:22:39.000,2022-08-22 20:59:38.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
9D117754,US1275372076,BUY,4.1208,2022-08-19 14:31:41.000,2022-08-19 20:59:51.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
7A8D2620,US1275372076,BUY,4.4336,2022-08-18 17:14:24.000,2022-08-18 20:59:52.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
3C35ED3C,US1275372076,BUY,4.8558,2022-08-17 14:33:20.000,2022-08-17 20:59:59.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
53CF0562,US1275372076,BUY,4.4572,2022-08-16 12:48:03.000,2022-08-16 20:59:50.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
B6348470,US88160R1014,SELL,878.0307,2022-08-05 17:01:53.000,2022-08-05 17:09:52.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
F5C14277,US64110L1061,SELL,226.6806,2022-08-05 15:02:15.000,2022-08-05 21:01:18.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
C0089B2C,FR0011981968,SELL,42.9094,2022-08-03 12:45:52.000,2022-08-03 16:35:30.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
FFC63B75,FR0011981968,SELL,43.0124,2022-08-03 10:41:05.000,2022-08-03 16:35:30.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
E3B2B808,FR0000121014,SELL,674.8499,2022-08-02 09:31:08.000,2022-08-02 09:31:26.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
F042FD3A,US64110L1061,BUY,227.5612,2022-07-29 15:23:38.000,2022-07-29 16:26:56.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
15F812B0,US4523271090,BUY,203.4278,2022-07-27 17:22:13.000,2022-07-27 19:07:12.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
1A895123,US88160R1014,BUY,813.4333,2022-07-27 17:20:18.000,2022-07-27 17:50:28.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
7A58D4AA,US1275372076,BUY,3.4167,2022-07-27 11:41:02.000,2022-07-27 16:35:09.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
AD816F26,US1275372076,BUY,3.177,2022-07-25 13:29:13.000,2022-07-25 16:23:49.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
1C832274,FR0000120107,SELL,58.5094,2022-07-25 11:32:22.000,2022-07-25 16:35:00.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
31F6256B,US64110L1061,BUY,221.6732,2022-07-22 14:17:32.000,2022-07-22 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
716BC9D5,US47215P1066,BUY,62.3523,2022-07-22 14:17:32.000,2022-07-22 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,JD.com -ADR -CFD,564,JD
7F062C30,US88160R1014,BUY,826.6781,2022-07-22 14:17:32.000,2022-07-22 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
3FB1657C,US4523271090,BUY,203.0975,2022-07-22 14:17:32.000,2022-07-22 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
AAAEB958,US2253101016,BUY,549.4297,2022-07-22 14:17:32.000,2022-07-22 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
19532743,US1275372076,BUY,3.05,2022-07-22 14:15:00.000,2022-07-22 20:59:57.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
EDD1093B,FR0000121485,BUY,531.3438,2022-07-22 09:05:33.000,2022-07-22 16:35:10.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
180FC319,FR0010533075,SELL,19.0471,2022-07-22 09:05:33.000,2022-07-22 16:35:15.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
A0B09BE8,FR0000121014,BUY,637.0723,2022-07-22 09:05:33.000,2022-07-22 16:35:16.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
F2FE34B3,ANN4327C1220,SELL,174.8,2022-07-22 09:05:33.000,2022-07-22 16:35:23.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
3375D5B3,FR0010908533,BUY,47.5347,2022-07-22 09:05:33.000,2022-07-22 16:35:26.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Edenred -CFD,787,E:EDEN
06C759D0,FR0011981968,BUY,36.9813,2022-07-22 09:05:33.000,2022-07-22 16:35:02.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
548A9A0C,FR0000120107,SELL,59.0294,2022-07-21 09:14:05.000,2022-07-21 16:35:12.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
996E72EC,FR0000120107,SELL,58.4663,2022-07-21 09:14:05.000,2022-07-22 15:46:56.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
F1B1C249,FR0000121485,BUY,528.8395,2022-07-21 09:14:05.000,2022-07-21 16:35:17.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
E21C67E8,FR0000121014,BUY,632.4152,2022-07-21 09:14:05.000,2022-07-21 16:35:12.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
351E568A,FR0011981968,BUY,37.2948,2022-07-21 09:14:05.000,2022-07-21 16:35:23.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
456320F9,FR0010533075,SELL,19.1124,2022-07-21 09:14:05.000,2022-07-21 16:35:30.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
E0D53C76,FR0010908533,BUY,47.1362,2022-07-21 09:14:05.000,2022-07-21 16:35:07.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Edenred -CFD,787,E:EDEN
634863B3,ANN4327C1220,SELL,174.8,2022-07-21 09:14:05.000,2022-07-21 16:35:05.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
4C1E4338,US1275372076,BUY,2.8909,2022-07-20 13:21:09.000,2022-07-20 21:00:00.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
1A62FECF,US1275372076,BUY,2.8834,2022-07-19 14:34:32.000,2022-07-19 20:59:58.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
EFA41566,US4523271090,BUY,191.1477,2022-07-19 14:20:24.000,2022-07-19 21:00:25.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
CF3D4F18,US1275372076,BUY,2.6296,2022-07-18 12:45:22.000,2022-07-18 20:57:02.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
F5B33AC5,US1275372076,BUY,2.5016,2022-07-15 15:06:56.000,2022-07-15 20:59:42.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
0C5E9535,FR0000121014,SELL,599.7048,2022-07-15 08:44:40.000,2022-07-15 16:35:24.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
190EB476,FR0010533075,BUY,19.1325,2022-07-15 08:42:31.000,2022-07-15 08:42:42.000,XPAR,EUR,,EUR,EQTY,ORD,Getlink,787,E:GET
D0375DD7,US64110L1061,SELL,174.1074,2022-07-14 17:25:11.000,2022-07-14 20:59:15.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
46BED82D,US4523271090,SELL,176.9298,2022-07-14 17:25:11.000,2022-07-14 20:59:55.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
6910E1A6,US2253101016,SELL,500.87,2022-07-14 15:26:16.000,2022-07-14 19:45:50.000,XNGS,USD,,USD,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
EFAA6921,FR0000121014,SELL,602.2797,2022-07-12 09:30:16.000,2022-07-12 10:44:21.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
3704950C,US47215P1066,SELL,58.9734,2022-07-11 16:17:27.000,2022-07-11 18:25:43.000,XNGS,USD,,USD,SWAP,CFD_OLD,JD.com -ADR -CFD,564,JD
28904461,US88160R1014,SELL,711.9413,2022-07-11 16:15:35.000,2022-07-11 16:22:17.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
D3AC0841,FR0011981968,BUY,35.03,2022-07-06 15:20:49.000,2022-07-06 15:20:49.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
C1A2068C,FR0011981968,BUY,35.2384,2022-07-06 15:20:07.000,2022-07-06 15:20:49.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
08693DD9,US73278L1052,BUY,371.0012,2022-07-06 12:19:12.000,2022-07-06 16:11:25.000,XNGS,USD,,USD,SWAP,CFD_OLD,Pool -CFD,564,POOL
69510AF7,US47215P1066,BUY,61.601,2022-07-06 12:14:35.000,2022-07-06 20:59:53.000,XNGS,USD,,USD,SWAP,CFD_OLD,JD.com -ADR -CFD,564,JD
2F599002,US88160R1014,BUY,690.5226,2022-07-06 12:14:35.000,2022-07-06 20:51:50.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
8FA584A4,US64110L1061,BUY,183.4403,2022-07-06 12:14:35.000,2022-07-06 20:59:42.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
3DCEC25B,US4523271090,BUY,195.5363,2022-07-06 12:14:35.000,2022-07-06 20:59:41.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
F8DB4D5C,US2253101016,BUY,500.9128,2022-07-06 12:14:35.000,2022-07-06 20:59:55.000,XNGS,USD,,USD,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
47E3CC02,FR0011981968,BUY,34.9991,2022-07-06 11:40:36.000,2022-07-06 16:35:26.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
1FE2BF89,ANN4327C1220,SELL,175,2022-07-06 11:40:36.000,2022-07-06 16:35:23.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
88E8A0D6,FR0000120107,SELL,59.4789,2022-07-06 11:40:36.000,2022-07-06 16:35:03.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
5164F14F,FR0000120107,SELL,59.2169,2022-07-06 11:40:36.000,2022-07-07 16:35:09.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
64BFCE42,US1275372076,SELL,2.4712,2022-07-06 11:40:36.000,2022-07-06 21:00:04.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
2407B0EE,FR0010908533,BUY,44.531,2022-07-06 11:40:36.000,2022-07-06 16:35:07.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Edenred -CFD,787,E:EDEN
F89A3DDA,FR0000121485,BUY,489.4438,2022-07-06 11:40:36.000,2022-07-06 16:35:28.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
B2B64B29,FR0000121014,BUY,596.2132,2022-07-06 11:40:36.000,2022-07-06 16:35:02.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
3E819F70,US4523271090,BUY,191.163,2022-07-05 12:26:12.000,2022-07-05 21:00:05.000,XNGS,USD,,USD,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
6DBCDA35,US88160R1014,BUY,672.5405,2022-07-05 12:26:12.000,2022-07-05 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
3E3BC9A7,US47215P1066,BUY,63.9068,2022-07-05 12:26:12.000,2022-07-05 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,JD.com -ADR -CFD,564,JD
488D3D23,US64110L1061,BUY,181.1338,2022-07-05 12:26:12.000,2022-07-05 21:00:05.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
118D9244,US2253101016,BUY,500.2728,2022-07-05 12:26:12.000,2022-07-05 21:00:04.000,XNGS,USD,,USD,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
7E1E42F9,US73278L1052,BUY,354.4432,2022-07-05 12:26:12.000,2022-07-05 21:00:05.000,XNGS,USD,,USD,SWAP,CFD_OLD,Pool -CFD,564,POOL
38695AA3,FR0011981968,BUY,35.8653,2022-07-04 09:10:33.000,2022-07-04 16:35:10.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
738310D1,US1275372076,SELL,2.4867,2022-07-04 09:10:33.000,2022-07-05 21:00:04.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
ACF1AE23,FR0010908533,BUY,45.4183,2022-07-04 09:10:33.000,2022-07-04 16:35:07.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Edenred -CFD,787,E:EDEN
EDCBFB9D,FR0000121485,BUY,491.9462,2022-07-04 09:10:33.000,2022-07-04 16:35:18.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
489EC935,FR0000121014,BUY,586.2767,2022-07-04 09:10:33.000,2022-07-04 16:35:16.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
43E50CFF,FR0000120107,SELL,59.9112,2022-07-04 09:10:33.000,2022-07-05 16:35:27.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
4E3CCFD5,FR0000120107,SELL,60.035,2022-07-04 09:10:33.000,2022-07-04 16:35:29.000,XPAR,EUR,,EUR,EQTY,ORD,Savencia,787,E:SAVE
E7408981,ANN4327C1220,SELL,174.95,2022-07-04 09:10:33.000,2022-07-04 16:35:04.000,XAMS,EUR,,EUR,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
45F0263D,FR0000121014,BUY,580.3684,2022-06-24 09:48:40.000,2022-06-24 13:17:05.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
8B39AB49,FR0000121014,BUY,562.9731,2022-06-23 15:13:44.000,2022-06-23 15:50:54.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
566E3F8B,FR0000121014,BUY,563.2353,2022-06-23 15:11:42.000,2022-06-23 15:50:54.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
62108F97,US1275372076,BUY,2.0508,2022-06-14 14:15:49.000,2022-06-14 17:03:54.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
1EB68352,US1275372076,BUY,2.065,2022-06-13 13:15:47.000,2022-06-13 20:59:36.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
DAAD0D28,US64110L1061,SELL,184.4855,2022-06-10 16:58:13.000,2022-06-10 16:58:18.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
9EE4F810,US1275372076,BUY,2.0794,2022-06-10 14:21:59.000,2022-06-10 20:59:54.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
4A5E0C5A,US64110L1061,SELL,182.7879,2022-06-10 14:02:02.000,2022-06-10 14:58:43.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
D721A689,FR0011981968,SELL,37.6008,2022-06-10 10:39:23.000,2022-06-10 14:57:16.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
2EA72824,FR0000121485,SELL,513.5376,2022-06-10 10:35:44.000,2022-06-10 14:56:48.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
56848935,FR0000121014,SELL,579.4163,2022-06-10 10:34:58.000,2022-06-10 14:55:58.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,LVMH Moet Hennessy Louis Vuitton -CFD,787,E:MC
E96F016F,FR0000121485,SELL,515.4,2022-06-10 10:33:19.000,2022-06-10 14:56:48.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Kering -CFD,787,E:KER
8C88232B,FR0011981968,SELL,38.0381,2022-06-10 10:02:09.000,2022-06-10 14:57:16.000,XPAR,EUR,,EUR,SWAP,CFD_OLD,Worldline SA/France -CFD,787,E:WLN
A8BB53B2,US1275372076,BUY,2.2469,2022-06-09 12:54:02.000,2022-06-09 19:30:15.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
D15A437D,US30303M1027,BUY,200.7311,2022-06-08 16:11:40.000,2022-06-08 16:19:17.000,XNGS,USD,,USD,SWAP,CFD_OLD,Meta Platforms -CFD,564,FB
AEDCFF0A,US1275372076,BUY,2.2371,2022-06-08 11:30:12.000,2022-06-08 20:59:52.000,XNMS,USD,,USD,EQTY,ORD,Cadiz,564,CDZI
23B13A5F,US64110L1061,BUY,184.6682,2022-05-25 16:23:08.000,2022-05-25 16:33:28.000,XNGS,USD,,USD,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
D78D461F,US88160R1014,BUY,660.3404,2022-05-25 16:08:35.000,2022-05-25 16:12:13.000,XNGS,USD,,USD,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
F7B2785A,US98980L1017,BUY,93.8681,2022-05-24 16:39:04.000,2022-05-24 16:43:53.000,XNGS,USD,,USD,SWAP,CFD_OLD,Zoom Video Communications -CFD,564,ZM
544757F5,US0537741052,BUY,181.8098,2022-05-23 14:05:45.000,2022-05-23 18:33:32.000,XNGS,USD,,USD,SWAP,CFD_OLD,Avis Budget -CFD,564,CAR
76278C6C,US73278L1052,BUY,411.7617,2022-05-13 15:31:35.000,2022-05-13 15:37:56.000,XNGS,USD,,USD,SWAP,CFD_OLD,Pool -CFD,564,POOL
552921CF,US0537741052,BUY,230.2682,2022-05-11 15:10:59.000,2022-05-11 15:13:59.000,XNGS,USD,,USD,SWAP,CFD_OLD,Avis Budget -CFD,564,CAR
